"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Marcus Dickinson","G","6-2","177","FR","Norman, OK"
"3","Justinian Jessup","G","6-6","193","FR","Longmont, CO"
"5","Malek Harwell","G","6-4","186","FR","Pocatello, ID"
"10","Robin Jorch","C","6-11","253","SO","Berlin, Germany"
"11","Zach Haney","F","6-11","242","SO","Humble, TX"
"13","Nick Duncan","F","6-8","265","SR","Sydney, NSW"
"15","Chandler Hutchison","G","6-7","193","JR","Mission Viejo, CA"
"21","Derrick Alston","G","6-8","153","FR","Houston, TX"
"23","Cameron Oluyitan","G","6-6","183","SO","Houston, TX"
"30","Paris Austin","G","6-0","175","SO","Oakland, CA"
"33","David Wacker","F","6-10","239","SO","Converse, TX"
"34","Alex Hobbs","G","6-4","189","FR","La Porte, TX"
"40","Matt Grooms","F","6-4","215","JR","Meridian, ID"
"55","James Reid","G","6-3","193","SR","Bend, OR"
