"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Ryan Daly","G","6-4","185","FR","Ardmore, PA"
"1","Chivarsky Corbett","F","6-7","195","SO","Tampa, FL"
"3","Anthony Mosley","G","6-1","180","JR","Wilmington, DE"
"4","Darian Bryant","G","6-4","220","SO","Bowie, MD"
"5","Eric Carter","F","6-9","230","SO","Jackson, NJ"
"20","Derrick Woods","F","6-8","225","SO","Trenton, NJ"
"23","Skye Johnson","F","6-8","240","JR","Dumfries, VA"
"25","Curtis Lochner","G","5-10","175","SO","Willow Grove, PA"
"35","Jacob Cushing","F","6-8","185","FR","Naperville, IL"
"40","Alex Sorensen","G","6-3","200","FR","Rockville Centre, NY"
