"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Kobie Eubanks","G","6-5","206","SO","Fort Lauderdale, FL"
"1","DJ Hogg","F","6-9","220","SO","Plano, TX"
"2","Eric Vila","F","6-11","206","FR","Girona, Spain"
"3","Admon Gilder","G","6-4","198","SO","Dallas, TX"
"4","JJ Caldwell","G","6-1","184","FR","Houston, TX"
"10","Tonny Trocha-Morelos","C","6-10","224","JR","Cartagena, Colombia"
"11","Mark French","G","5-8","150","FR","Plano, TX"
"12","Chris Collins","G","6-3","183","SO","Friendswood, TX"
"20","Kyle Nugent","G","6-4","180","SO","College Station, TX"
"22","Frank Byers","G","5-10","177","SO","Dallas, TX"
"23","Caleb Smith","G","6-0","178","FR","Wichita, KS"
"33","Chase Carlton","G","6-1","186","SO","Austin, TX"
"34","Tyler Davis","C","6-10","270","SO","Plano, TX"
"44","Robert Williams","F","6-9","237","FR","Vivian, LA"
"--","Jc Hampton","NA","--","--","--","--"
