"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Brandon Childress","G","6-0","190","FR","Winston-salem, NC"
"1","Keyshawn Woods","G","6-3","205","SO","Gastonia, NC"
"2","Donovan Mitchell","F","6-8","210","FR","Clovis, CA"
"4","Doral Moore","C","7-1","265","SO","Locust Grove, GA"
"10","Mitchell Wilbekin","G","6-2","175","JR","Gainesville, FL"
"11","Greg McClinton","F","6-7","200","JR","Winston-salem, NC"
"13","Bryant Crawford","G","6-3","200","SO","Silver Spring, MD"
"25","Sam Japhet-Mathias","C","6-11","280","FR","London, England"
"33","Rich Washington","F","6-6","180","FR","Williamsburg, VA"
"40","Anthony Bilas","G","6-2","165","SO","Charlotte, NC"
"41","Aaron Spivey","G","6-2","175","SO","Rocky Mount, NC"
"45","Troy Rike","F","6-7","215","JR","San Francisco, CA"
"52","Britton Anderson","G","6-4","195","SO","Great Falls, VA"
