"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Skyler Flatten","G","6-5","195","JR","Clark, SD"
"2","Tevin King","G","6-2","195","SO","Chicago, IL"
"3","Chris Howell","G","6-5","195","SO","Milwaukee, WI"
"4","Sergio El Darwich","G","6-4","195","FR","Beirut, Lebanon"
"5","Beau Brown","G","6-1","175","FR","Mitchell, SD"
"10","Cole Gentry","G","5-10","175","FR","Saint Charles, IL"
"20","Andre Wallace","G","6-1","200","JR","Minneapolis, MN"
"23","Reed Tellinghuisen","G","6-7","195","JR","Sac City, IA"
"24","Mike Daum","F","6-9","245","SO","Kimball, NE"
"25","Lane Severyn","G","6-5","215","JR","Pierre, SD"
"32","Adam Dykman","F","6-7","225","FR","Fremont, NE"
"45","Ian Theisen","F","6-9","250","JR","Osseo, MN"
