"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Ja'Quan Newton","G","6-2","187","JR","Philadelphia, PA"
"2","Mike Robinson","G","5-10","170","SO","New Britain, CT"
"3","Anthony Lawrence Jr.","F","6-7","210","SO","Saint Petersburg, FL"
"4","Dejan Vasiljevic","G","6-3","198","FR","Melbourne, VIC"
"11","Bruce Brown","G","6-5","190","FR","Boston, MA"
"14","Rodney Miller","C","7-0","258","FR","Laurelton, NY"
"15","Ebuka Izundu","C","6-10","231","SO","Charlotte, NC"
"20","Dewan Huell","F","6-11","220","FR","Miami, FL"
"32","Sam Waardenburg","F","6-9","205","FR","Henderson, New Zealand"
"35","Chris Stowell","F","6-6","208","JR","Exeter, NH"
