"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Daquon Ervin","G","6-0","195","SO","Brooklyn, NY"
"1","Rodney Elliott","G","6-1","190","JR","Baltimore, MD"
"2","Malcolm Brent","G","6-4","190","JR","Silver Spring, MD"
"4","Joel Wincowski","G","6-3","200","SO","Lake George, NY"
"5","Jourdan Grant","G","6-2","190","JR","Bowie, MD"
"10","Jairus Lyles","G","6-2","175","JR","Silver Spring, MD"
"11","K.J. Maura","G","5-8","140","JR","San Juan, Puerto Rico"
"13","Joe Sherburne","G","6-6","215","SO","Whitefish Bay, WI"
"21","Sam Schwietz","F","6-9","235","SO","Frisco, TX"
"23","Max Curran","F","6-9","190","FR","Hooksett, NH"
"24","Ishmail Jabbie","G","6-3","175","SO","Bowie, MD"
"25","David Park","G","6-5","215","FR","Wheeling, WV"
"33","Arkel Lamar","G","6-5","210","FR","Bridgeport, CT"
"35","Nolan Gerrity","F","6-10","235","SO","Cleveland, OH"
