"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Frank Howard","G","6-5","205","SO","Suitland, MD"
"2","Matthew Moyer","F","6-8","220","FR","Gahanna, OH"
"5","Mike Sutton","G","6-2","194","JR","Norwich, NY"
"10","Braedon Bayer","G","6-4","185","SO","Lagrangeville, NY"
"11","Adrian Autry","G","6-0","182","SO","Jamesville, NY"
"12","Taurean Thompson","F","6-10","225","FR","New York, NY"
"13","Paschal Chukwu","C","7-2","226","SO","Westport, CT"
"14","Evan Dourdas","G","6-0","160","SO","Jamesville, NY"
"24","Shaun Belbey","G","5-10","165","SO","Brick, NJ"
"25","Tyus Battle","G","6-6","205","FR","Edison, NJ"
"33","Jonathan Radner","G","5-10","168","SO","Huntington Woods, MI"
"35","Ray Featherston","G","5-8","150","FR","Westport, CT"
"54","Ky Feldman","G","5-10","150","SO","Agoura Hills, CA"
