"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Brandon Sampson","G","6-5","193","SO","Baton Rouge, LA"
"1","Duop Reath","F","6-10","235","JR","Perth, WA"
"3","Elbert Robinson III","C","7-1","290","JR","Garland, TX"
"4","Skylar Mays","G","6-4","205","FR","Baton Rouge, LA"
"5","Kieran Hayward","G","6-4","195","FR","Sydney, NSW"
"10","Branden Jenkins","G","6-4","180","JR","Maywood, IL"
"11","Jalyn Patterson","G","6-1","191","JR","Atlanta, GA"
"12","Marshall Graves","G","6-3","190","FR","Ponchatoula, LA"
"15","Reed Vial","G","6-3","190","SO","Baton Rouge, LA"
"21","Aaron Epps","F","6-10","220","JR","Ball, LA"
"44","Wayde Sims","F","6-6","222","FR","Baton Rouge, LA"
