"Number","Name","Position","Height","Weight","Class","Hometown"
"00","Brian Dawkins","F","6-8","240","JR","Jacksonville, FL"
"2","Dmitri Thompson","G","6-4","205","JR","Orlando, FL"
"3","Seth Fuller","G","5-11","170","FR","Dublin, OH"
"4","Collin Luther","F","6-6","210","JR","Pittsburgh, PA"
"10","Karolis Kundrotas","C","6-11","240","SO","Kaunas, Lithuania"
"11","Maxwell Chester","G","6-1","185","FR","Atlanta, GA"
"13","Dainan Swoope","G","6-0","185","SO","Overland Park, KS"
"14","Jack Anton","F","6-8","240","JR","Mason, OH"
"20","Sheldon Eberhardt","G","6-5","185","SO","Apex, NC"
"21","Jack George","F","6-10","210","SO","Libertyville, IL"
"22","Steven Santa Ana","G","6-4","185","SO","Charlotte, NC"
"41","Tyler Seibring","F","6-8","225","SO","Normal, IL"
