"Number","Name","Position","Height","Weight","Class","Hometown"
"2","Cartier Diarra","G","6-4","180","FR","Florence, SC"
"3","Kamau Stokes","G","6-0","165","SO","Baltimore, MD"
"5","Barry Brown","G","6-3","195","SO","Saint Petersburg, FL"
"11","Brian Patrick","G","6-5","200","FR","Fort Lauderdale, FL"
"12","Mason Schoen","G","6-1","180","JR","Overland Park, KS"
"15","Dante Williams","F","7-0","245","FR","Arlington, TX"
"20","Xavier Sneed","F","6-5","210","FR","Florissant, MO"
"21","James Love III","F","6-10","230","FR","Fort Lauderdale, FL"
"24","Pierson McAtee","F","6-6","200","FR","Manhattan, KS"
"32","Dean Wade","F","6-10","230","SO","Saint John, KS"
"45","Kade Kinnamon","G","6-0","180","SO","Saint John, KS"
