"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Marcus Graves","G","6-0","188","JR","San Diego, CA"
"1","Chibueze Jacobs","F","6-4","200","FR","Canyon Country, CA"
"3","Justin Strings","F","6-7","230","JR","Carson, CA"
"4","Jiday Ugbaja","G","5-11","190","JR","San Francisco, CA"
"12","Grant Dressler","F","6-6","194","SO","Las Vegas, NV"
"14","Jeff Wu","G","6-2","180","SO","Taipei, Taiwan"
"15","Matt Battaglia","G","6-1","180","FR","El Dorado Hills, CA"
"20","George Dancer","G","6-3","190","FR","Modesto, CA"
"24","Izayah Mauriohoohoo-Le'Afa","G","6-2","190","FR","Wellington, New Zealand"
"30","Joshua Patton","F","6-8","222","FR","Manteca, CA"
"50","James Herrick","C","6-10","254","JR","Minden, NV"
