"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Robert Kelly Jr.","F","6-7","195","FR","Powder Springs, GA"
"1","Austin Dasent","G","6-3","190","JR","Charlotte, NC"
"2","Marlon Daniel","G","6-2","175","FR","Orlando, FL"
"3","Zach Sellers","G","6-1","175","FR","Cheraw, SC"
"11","Joshua Floyd","G","6-4","195","JR","Miramar, FL"
"14","Jordan Gaines","F","6-7","185","FR","East Point, GA"
"15","Isaiah Felder","G","6-0","180","SO","Orangeburg, SC"
"22","Dexter McClanahan","G","6-5","185","SO","Stockbridge, GA"
"30","Jahir Cabeza","G","6-5","190","JR","Colon, Panama"
"34","Maricus Glenn","C","6-10","235","JR","Greensboro, GA"
"50","Kamil Williams","G","6-2","200","SO","Palm Beach, FL"
"55","William Nash","F","6-5","--","JR","Athens, GA"
