"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Xavier Cochran","G","6-6","195","SO","Ypsilanti, MI"
"1","Costa Anderson","G","6-2","200","JR","Atlanta, GA"
"2","Jamir Andrews","G","6-3","205","SR","Livermore, CA"
"3","Joe Cremo","G","6-4","190","SO","Scotia, NY"
"10","Mike Rowley","F","6-8","230","SR","Sydney, NSW"
"11","Marqueese Grayson","G","6-2","200","JR","Tomball, TX"
"12","Devonte Campbell","F","6-6","225","SO","Vaughan, ON"
"13","David Nichols","G","6-0","185","SO","Chicago, IL"
"14","Terrel Martin-Garcia","F","6-6","240","JR","Catford, England"
"22","Nick Fruscio","G","5-10","155","FR","Albany, NY"
"23","Jaraan Lands","F","6-7","245","JR","Brownsburg, IN"
"24","Dallas Ennema","F","6-6","210","SR","Sheldon, IA"
"30","Travis Charles","F","6-6","235","JR","Brooklyn, NY"
"43","Greig Stire","F","6-7","240","JR","Albany, NY"
