"Number","Name","Position","Height","Weight","Class","Hometown"
"2","Leland King II","F","6-7","215","JR","Inglewood, CA"
"4","Devearl Ramsey","G","5-10","170","FR","Los Angeles, CA"
"5","Cody Martin","F","6-7","210","JR","Mocksville, NC"
"10","Caleb Martin","F","6-7","215","JR","Mocksville, NC"
"12","Elijah Foster","F","6-7","240","JR","Seattle, WA"
"14","Lindsey Drew","G","6-4","180","SO","Encino, CA"
"20","David Cunningham","G","6-4","195","SO","Sacramento, CA"
"22","David Kyle","F","6-6","225","FR","Reno, NV"
"23","Charlie Tooley","G","6-0","190","FR","Granite Bay, CA"
"24","Jordan Caroline","G","6-7","235","SO","Champaign, IL"
"31","Collin Weaver","G","6-3","205","JR","Glendale, AZ"
"33","Josh Hall","G","6-6","190","FR","Houston, TX"
"34","John Carlson","F","6-8","225","SO","Reno, NV"
