"Number","Name","Position","Height","Weight","Class","Hometown"
"0","E.C. Matthews","G","6-5","200","JR","Detroit, MI"
"1","Jarvis Garrett","G","6-0","175","JR","Milwaukee, WI"
"5","Will Leviton","G","5-8","150","SO","Providence, RI"
"10","Cyril Langevine","F","6-8","225","FR","East Orange, NJ"
"11","Jeff Dowtin","G","6-3","170","FR","Upper Marlboro, MD"
"13","Stanford Robinson","G","6-4","200","JR","Landover, MD"
"15","Eric Dadika","G","6-0","175","FR","Milltown, NJ"
"21","Mike Layssard","F","6-8","255","FR","Lena, LA"
"25","Christion Thompson","G","6-4","190","SO","Gonzales, LA"
"32","Jared Terrell","G","6-3","215","JR","Weymouth, MA"
"34","Andre Berry","F","6-8","275","JR","West Hempstead, NY"
"45","Nicola Akele","F","6-8","215","SO","Treviso, Italy"
"55","Michael Tertsea","C","6-10","230","FR","Makurdi, Nigeria"
