"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Xavier Bishop","G","5-8","150","FR","Springfield, IL"
"2","Isaiah Ross","G","6-4","195","FR","Davenport, IA"
"5","Jordan Giles","F","6-7","225","FR","Tuscaloosa, AL"
"10","Broderick Robinson","G","6-1","195","JR","Grand Junction, CO"
"11","Grant Leach","G","6-3","185","SO","Fishers, IN"
"15","Robert Knar","G","6-1","185","JR","Mundelein, IL"
"22","Duane Clark","F","6-8","260","FR","St. Louis, MO"
"30","Aleer Leek","F","6-9","225","SO","Juba, South Sudan"
"32","Broderick Ross","G","6-1","175","SO","St. Louis, MO"
"42","Daniel Hailey","G","6-5","230","FR","Stanberry, MO"
