"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Glen Burns","G","6-3","205","JR","West Memphis, AR"
"2","Clemmye Owens V","G","6-2","185","SR","Toledo, OH"
"3","Deionte Simmons","F","6-8","230","JR","Detroit, MI"
"5","Anthony Eaves","G","6-2","160","SO","Louisville, KY"
"10","Alex Dubovitskiy","G","6-6","200","JR","Moscow, Russia"
"11","Delundre Dixon","G","6-3","180","SO","Rockford, IL"
"14","Fred Sims Jr.","G","6-4","193","SO","Chicago, IL"
"15","Trayvon Palmer","G","6-6","200","SR","Milwaukee, WI"
"21","Joshua Batson","G","6-1","175","SR","Chicago, IL"
"23","Patrick Szpir","F","6-9","230","FR","Wheeling, IL"
"30","Gentry Hunt","G","6-3","180","JR","Glenwood, IL"
"32","Montana Byrd","G","6-4","225","JR","Chicago, IL"
"33","Jordan Madrid-Andrews","F","6-8","240","SR","Denver, CO"
"35","Brian Greene Jr.","G","6-3","210","SR","Chicago, IL"
"42","Charles Dent","F","6-6","239","JR","Chicago, IL"
