"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Connor Cashaw","G","6-5","205","SO","Lincolnshire, IL"
"2","Marcus Evans","G","6-2","195","SO","Chesapeake, VA"
"3","Robert Martin","F","6-6","220","FR","Pittsburgh, PA"
"5","Ako Adams","G","6-2","170","FR","Washington, DC"
"11","Corey Douglas","F","6-8","190","FR","Louisville, KY"
"12","Marquez Letcher-Ellis","F","6-7","205","SO","Houston, TX"
"13","Addison Owen","G","6-5","190","FR","Atlanta, GA"
"15","Bishop Mency","G","6-5","215","JR","Chino Hills, CA"
"20","Grant Youngkin","G","6-3","180","FR","Washington, DC"
"21","Chad Lott","G","6-3","190","FR","Shreveport, LA"
"22","Marcus Jackson","G","6-3","185","JR","Acton, CA"
"30","Austin Meyer","F","6-9","250","FR","Pflugerville, TX"
"31","Harrison Brown","G","6-4","200","SO","Austin, TX"
"35","Tim Harrison","F","6-8","220","FR","San Diego, CA"
