"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Braun Hartfield","G","6-4","185","FR","Cleveland, OH"
"2","Devin Haygood","F","6-7","185","SO","Ypsilanti, MI"
"4","Jeremiah Ferguson","G","6-2","180","FR","Naperville, IL"
"10","Ryan Strollo","G","6-2","190","JR","Youngstown, OH"
"11","Latin Davis","G","5-11","165","SO","Ypsilanti, MI"
"12","Noah Dean","G","6-4","175","FR","Greenville, SC"
"21","Stefan Rosic","F","6-7","200","JR","Kragujevac, Serbia"
"22","Rahim Williams","F","6-6","190","JR","Toronto, ON"
"23","Francisco Santiago","G","6-1","160","JR","Cleveland, OH"
"24","Cameron Morse","G","6-3","185","JR","Flint, MI"
