"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Joe Kirby","G","6-1","205","JR","Pembroke Pines, FL"
"2","Khwan Fore","G","6-0","175","SO","Huntsville, AL"
"4","Keith Oddo","G","6-1","185","SO","Roanoke, VA"
"5","Nick Sherod","G","6-4","220","FR","Richmond, VA"
"11","De'Monte Buckingham","G","6-4","215","FR","Richmond, VA"
"13","Solly Stansbury","F","6-7","225","SO","Toms River, NJ"
"15","Niko King","G","6-3","190","FR","Landover, MD"
"30","Jesse Pistokache","G","6-3","205","SO","Mission, TX"
"32","Julius Johnson","G","6-3","185","SO","Cocoa, FL"
"33","Grant Golden","F","6-9","240","FR","Winchester, VA"
"44","Paul Friendshuh","F","6-10","240","SO","New Prague, MN"
