"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jaylen Barford","G","6-3","202","JR","Jackson, TN"
"1","Trey Thompson","F","6-9","265","JR","Madison, AR"
"2","Adrio Bailey","F","6-6","204","FR","Campti, LA"
"4","Daryl Macon","G","6-3","185","JR","Little Rock, AR"
"5","Arlando Cook","F","6-8","215","JR","St. Louis, MO"
"11","RJ Glasper","G","5-10","168","FR","Forrest City, AR"
"12","Brachen Hazen","F","6-8","195","FR","Fort Wayne, IN"
"13","Dustin Thomas","F","6-8","225","JR","Texarkana, TX"
"15","Jonathan Holmes","G","5-10","190","FR","Columbia, IL"
"23","C.J. Jones","G","6-5","175","FR","Birmingham, AL"
"31","Anton Beard","G","6-0","198","JR","North Little Rock, AR"
"33","Moses Kingsley","F","6-10","230","SR","Abuja, Nigeria"
