"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Raemond Robinson","G","6-2","190","SR","Goose Creek, SC"
"1","Armel Potter","G","6-1","180","SO","Marietta, GA"
"2","Cortez Mitchell","G","6-2","180","JR","Jackson, MS"
"4","Patrick Wallace","G","6-1","170","SR","Charlotte, NC"
"5","Jamar Martin","F","6-5","215","JR","Toronto, ON"
"10","Abdul Sarki","F","6-9","230","JR","Abuja, Nigeria"
"11","Christian Keeling","G","6-3","175","FR","Augusta, GA"
"12","Antwan Maxwell Jr.","F","6-7","220","FR","Savannah, GA"
"13","Jordan Jones","F","6-8","205","FR","Baltimore, MD"
"15","TayVaughn Major","G","6-2","150","SO","North Charleston, SC"
"20","Brock Johnson","G","5-10","160","FR","Castle Rock, WA"
"21","Jamaal David","G","6-6","190","FR","Potomac, MD"
"22","Zach Durkee","G","6-3","180","JR","Anderson, SC"
"23","Javis Howard","F","6-8","220","JR","Irmo, SC"
"24","Ugo Mmonu","F","6-6","205","SR","Osina, Nigeria"
"30","Jamal Thomas","G","6-3","200","JR","Toronto, ON"
