"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Nick Griffin","G","6-2","173","JR","Rockville, MD"
"2","J.R. William","G","5-10","162","JR","Linden, NJ"
"5","Sean Barksdale","F","6-5","185","FR","Lakewood, NJ"
"11","Nnamdi Enechionyia","G","6-6","190","JR","Springfield, VA"
"13","Antwon Portley","G","6-4","165","SO","Lancaster, TX"
"14","Davauhnte Turner","G","6-0","175","JR","Simsboro, LA"
"15","Mamadou Ndiaye","F","6-7","210","SO","Raleigh, NC"
"23","Sam Idowu","F","6-7","219","SO","Brooklyn, NY"
"24","Quinn Taylor","G","6-4","185","FR","Amarillo, TX"
"25","Cameron Jones","G","6-3","210","SO","Fairless Hills, PA"
