"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Obi Enechionyia","F","6-10","220","JR","Springfield, VA"
"2","Alani Moore II","G","5-10","170","FR","Washington, DC"
"3","Shizz Alston Jr.","G","6-4","170","FR","Philadelphia, PA"
"11","Trey Lowe","G","6-7","165","SO","Ewing, NJ"
"13","Quinton Rose","G","6-8","185","FR","Rochester, NY"
"15","Isaiah Lewis","G","6-4","175","JR","Brooklyn, NY"
"23","Damion Moore","C","6-11","225","FR","Jackson, MS"
"24","Ernest Aflakpui","C","6-10","240","SO","Accra, Ghana"
"25","Steve Leonard","G","6-6","180","JR","Collegeville, PA"
"32","Ayan Nunez de Carvalho","G","6-5","200","FR","Parana, Argentina"
