"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Corey Allen","G","6-3","214","FR","Ypsilanti, MI"
"4","DeShawndre Black","G","6-2","189","JR","Westland, MI"
"10","Kameron Chatman","G","6-9","225","JR","Portland, OR"
"12","Malik Eichler","F","7-1","233","FR","Berlin, Germany"
"13","Cole Long","F","6-8","206","FR","St. John's, NF"
"15","Aaron Foster-Smith","F","6-7","236","SO","Taylor, MI"
"20","Jacob Joubert","G","6-2","190","FR","Farmington Hills, MI"
"21","Jaleel Hogan","F","6-7","260","JR","Saginaw, MI"
"23","Josh McFolley","G","6-1","172","SO","Detroit, MI"
"25","Gerald Blackshear","F","6-8","226","SO","Detroit, MI"
"32","Isaiah Jones","C","6-11","235","JR","Antelope, CA"
"35","Paris Bass","G","6-8","200","SO","Birmingham, MI"
"55","Ed Carter III","G","6-1","174","FR","Detroit, MI"
"--","Patrick Robinson","NA","--","--","--","--"
