"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Bryson Scott","G","6-1","205","JR","Fort Wayne, IN"
"3","Jordon King","G","6-4","210","JR","Seattle, WA"
"5","Charles Ruise Jr.","G","6-1","190","SO","Glen Saint Mary, FL"
"11","Dylan Carl","F","6-11","205","FR","Alma, MI"
"12","Chris Rollins","G","6-0","160","FR","Detroit, MI"
"13","Jax Levitch","G","6-7","210","FR","Louisville, KY"
"15","Jordan Coblin","G","6-1","175","FR","Boca Raton, FL"
"22","Xzavier Taylor","F","6-9","255","JR","Chicago, IL"
"32","Kason Harrell","G","6-2","192","SO","Pittsburgh, PA"
"34","Racine Talla","F","6-9","195","JR","Dakar, Senegal"
"55","John Konchar","G","6-5","207","SO","West Chicago, IL"
