"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Isaiah Manderson","F","6-10","247","JR","Bronx, NY"
"5","Malik Martin","F","6-11","214","JR","Miami, FL"
"10","Michael Bibby","G","6-3","175","FR","Phoenix, AZ"
"11","Jake Bodway","G","6-3","201","JR","Bloomington, MN"
"13","Geno Thorpe","G","6-4","170","JR","Pittsburgh, PA"
"14","Henry Beard","G","6-0","177","FR","Seminole, FL"
"15","Yito Alvarado","F","6-7","206","FR","San Juan, Puerto Rico"
"21","Tulio Da Silva","F","6-7","206","FR","Forman, ND"
"24","Malik Fitts","F","6-8","237","FR","Rancho Cucamonga, CA"
"25","Troy Holston","G","6-4","200","SO","Queens, NY"
"33","Ruben Guerrero","C","7-0","235","JR","Marbella, Spain"
"35","Bo Zeigler","F","6-6","207","JR","Detroit, MI"
"42","Luis Santos","F","6-9","266","SO","Bronx, NY"
