"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Erick Neal","G","5-10","155","JR","Dallas, TX"
"2","DJ Bryant","G","5-11","180","FR","Sarasota, FL"
"3","Nathan Hawkins","G","6-5","205","JR","Garland, TX"
"5","Kaelon Wilson","G","6-2","192","JR","Lancaster, TX"
"13","Erkam Kiris","F","6-8","209","FR","Istanbul, Turkey"
"15","Scott Muirhead","F","6-3","206","FR","Ennis, TX"
"20","Julian Harris","F","6-5","235","JR","Mansfield, TX"
"22","Link Kabadyundi","C","7-1","274","JR","Montreal, PQ"
"25","Kevin Hervey","F","6-9","230","JR","Arlington, TX"
"30","Patrick Binzer","G","6-2","183","FR","Weatherford, TX"
