"Number","Name","Position","Height","Weight","Class","Hometown"
"0","James Gordon IV","F","6-5","215","FR","Shelbyville, KY"
"2","Taylor Adway","F","6-9","215","SO","Hazel Crest, IL"
"3","Lucas Antunez","G","6-3","175","JR","Madrid, Spain"
"4","Fred John Jr.","F","6-5","210","SO","Southfield, MI"
"5","Justin Roberts","G","5-10","170","FR","LAWRENCE, KS"
"10","Daniel Dzierzawski","G","6-1","165","JR","Hamilton, ON"
"13","Jaelan Sanford","G","6-4","195","SO","Evansville, IN"
"20","Matt Schaffer","G","6-1","180","FR","Sylvania, OH"
"30","Luke Knapke","F","6-11","235","FR","Maria Stein, OH"
"35","Nate Navigato","F","6-8","215","SO","Geneva, IL"
