"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Michael Oguine","G","6-2","171","SO","Chatsworth, CA"
"4","Sayeed Pridgett","G","6-5","195","FR","Oakland, CA"
"10","Alphonso Anderson","F","6-6","218","FR","Tacoma, WA"
"12","Jamar Akoh","F","6-8","253","JR","Rancho Cucamonga, CA"
"14","Ahmaad Rorie","G","6-1","175","SO","Tacoma, WA"
"15","Trevor Spoja","G","6-3","164","FR","Billings, MT"
"20","Fabijan Krslovic","F","6-8","239","JR","Sydney, NSW"
"24","Bobby Moorehead","G","6-7","182","SO","Tacoma, WA"
"30","Gavin DeJong","F","6-6","215","SO","Manhattan, MT"
"33","Jared Samuelson","F","6-7","213","FR","Billings, MT"
"41","Donaven Dorsey","G","6-7","214","JR","Lacey, WA"
