"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Randy Onwuasor","G","6-3","210","JR","Inglewood, CA"
"3","Decardo Day","G","6-4","170","FR","Jackson, MS"
"4","Neema Namdar","G","6-1","170","FR","Sandy, UT"
"10","Jacob Calloway","F","6-8","205","FR","Juneau, AK"
"12","Jadon Cohee","G","6-4","205","JR","Langley, BC"
"14","James McGee","G","6-2","180","JR","San Clemente, CA"
"22","Ivan Madunic","F","6-11","220","FR","Split, Croatia"
"24","Adonis Saltes","G","6-2","180","SO","Pine Ridge, SD"
"33","Matthew Johnson","G","6-4","185","SO","Las Vegas, NV"
"34","Christian Musoko","F","6-8","235","JR","Kinshasa, Congo"
"35","Brayden Holker","F","6-9","225","FR","Saratoga Springs, UT"
"44","Joel Swallow","F","6-9","220","SO","Fillmore, UT"
