"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jalen Avery","G","6-0","185","SO","Covington, KY"
"1","Adonis De La Rosa","C","7-0","261","SO","Bronx, NY"
"2","Rosel Hurley","G","6-5","190","FR","Shaker Heights, OH"
"4","Taishaun Johnson","G","6-0","170","JR","Indianapolis, IN"
"5","Danny Pippen","F","6-9","220","FR","Detroit, MI"
"13","Mitch Peterson","G","6-5","190","FR","Richfield, OH"
"14","Alonzo Walker","F","6-6","190","FR","Brampton, ON"
"23","Jaylin Walker","G","6-1","180","SO","Detroit, MI"
"25","Tanner Castora","G","6-2","180","SO","Strongsville, OH"
"32","Desmond Ridenour","G","6-3","185","JR","Cleveland, OH"
"33","Leo Edwards","F","6-8","220","JR","Detroit, MI"
"55","Kevin Zabo","G","6-2","180","JR","Gatineau, PQ"
