"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Bashir Ahmed","G","6-7","210","JR","Bronx, NY"
"2","Shamorie Ponds","G","6-1","170","FR","Brooklyn, NY"
"3","Amar Alibegovic","F","6-9","240","JR","Rome, Italy"
"5","Justin Simon","G","6-5","205","SO","Temecula, CA"
"10","Marvin Clark Jr.","F","6-7","225","JR","Kansas City, MO"
"11","Tariq Owens","F","6-11","200","SO","Odenton, MD"
"12","Elijah Holifield","G","6-3","185","SO","Atlanta, GA"
"14","Kassoum Yakwe","F","6-7","210","SO","Bamako, Mali"
"15","Marcus LoVett","G","6-0","175","FR","Fort Wayne, IN"
"23","Justin Cole","G","6-2","190","FR","Rockville Centre, NY"
"24","Brandon Lawrence","G","6-2","175","FR","Union City, CA"
"25","Sedee Keita","F","6-9","240","FR","Philadelphia, PA"
