"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Rex Pflueger","G","6-6","202","SO","Dana Point, CA"
"2","Temple Gibbs","G","6-3","200","FR","Scotch Plains, NJ"
"4","Matt Ryan","F","6-7","228","SO","Cortlandt Manor, NY"
"5","Matt Farrell","G","6-1","178","JR","Bridgewater, NJ"
"12","Elijah Burns","F","6-8","235","SO","Troy, NY"
"13","Nikola Djogo","G","6-7","203","FR","Hamilton, ON"
"21","Matt Gregory","F","6-8","201","JR","Avon, IN"
"23","Martinas Geben","F","6-10","255","JR","Vilnius, Lithuania"
"33","John Mooney","F","6-9","245","FR","Orlando, FL"
"35","Bonzie Colson","F","6-5","225","JR","New Bedford, MA"
