"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Maurice Smith","G","6-6","215","FR","Lauderdale Lakes, FL"
"1","Elijah Pughsley","G","6-1","170","SO","Lima, OH"
"3","Jason McMillan","G","5-11","165","FR","Cherokee, NC"
"5","Devin Peterson","G","6-1","175","JR","Milton, GA"
"11","Haboubacar Mutombo","G","6-5","190","JR","Pickering, ON"
"12","Marc Gosselin","F","6-7","205","SO","Lyon, France"
"22","Jesse Deloach","F","6-7","230","SO","Grayson, GA"
"24","Ashley Williams","F","6-5","175","JR","Morehead City, NC"
"32","Devonte Fuller","G","6-1","185","SO","Hickory, NC"
"33","Onno Steger","F","6-5","205","FR","Upper Arlington, OH"
"35","Yalim Olcay","F","6-8","225","FR","Ismire, Turkey"
"41","Charlendez Brooks","F","6-9","240","JR","Duncan, SC"
"44","Adam Sledd","F","6-8","220","FR","Roanoke, VA"
