"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Geno Crandall","G","6-3","170","SO","Minneapolis, MN"
"2","Josh Collins","F","6-6","220","SO","Minneapolis, MN"
"3","Billy Brown","G","6-3","175","FR","Spirit Lake, IA"
"5","Carson Shanks","C","7-0","245","JR","Prior Lake, MN"
"10","Solomon Rolls-Tyson","F","6-8","200","JR","Birmingham, England"
"11","Jafar Kinsey","G","6-2","185","JR","Syracuse, NY"
"13","Marlon Stewart","G","6-1","210","SO","Eldridge, IA"
"15","Cortez Seales","G","6-4","180","SO","Eldridge, IA"
"23","Kienan Walter","F","6-8","190","FR","Vancouver, WA"
"32","Conner Avants","F","6-7","230","SO","Edmond, OK"
"43","Drick Bernstine","F","6-8","220","JR","Aurora, CO"
