"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Kylia Sykes","G","6-5","195","FR","Washington, DC"
"1","Marvin Smith","F","6-6","205","JR","Richmond, VA"
"2","Malik Massey","G","6-3","195","FR","Charlotte, NC"
"3","Jelani Mofford","F","6-5","187","SO","Mississauga, ON"
"4","Taqqi Muhammad","G","6-4","200","FR","Richmond, VA"
"10","Francis Alonso","G","6-3","185","SO","Malaga, Spain"
"11","Demetrius Troy","G","6-0","187","SO","Raleigh, NC"
"13","Justin Jordan","G","6-3","185","JR","Davidson, NC"
"14","Kyrin Galloway","F","6-8","215","FR","Milton, GA"
"15","Garrett Collins","F","6-5","200","JR","Asheville, NC"
"21","James Dickey","F","6-9","200","FR","Raleigh, NC"
"22","Jack Konstanzer","G","5-11","165","FR","Kill Devil Hills, NC"
"25","Lloyd Burgess","C","6-11","270","SO","Durham, NC"
"32","Jordy Kuiper","F","6-9","250","JR","Groningen, Netherlands"
