"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Ryan Pippins","G","6-0","200","FR","Little Rock, AR"
"3","Andre Jones","G","6-4","195","FR","Little Rock, AR"
"5","Oliver Black","F","6-9","225","SO","Jackson, MS"
"11","Kanaan Jackson","F","6-4","215","JR","Jacksonville, AR"
"20","Ben Marcus","F","6-5","220","SO","Pine Bluff, AR"
"21","Dayshawn Watkins","G","6-0","180","JR","North Little Rock, AR"
"22","Shandon Goldman","F","6-9","215","FR","Evansville, AR"
"24","Evan Moorman","G","6-1","200","JR","Memphis, TN"
"25","Brandon Brady","G","5-9","174","JR","Little Rock, AR"
"30","Deondre Burns","G","6-2","185","SO","Yazoo City, MS"
