"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Rashard Kelly","F","6-7","225","JR","Fredericksburg, VA"
"1","Zach Brown","F","6-6","215","JR","Houston, TX"
"2","Daishon Smith","G","6-1","175","JR","Jacksonville, FL"
"3","C.J. Keyser","G","6-3","194","FR","Baltimore, MD"
"4","Brett Barney","F","6-9","227","FR","Wichita, KS"
"10","Kaelen Malone","G","6-1","176","SO","Mckinney, TX"
"11","Landry Shamet","G","6-4","188","FR","Kansas City, MO"
"12","Austin Reaves","G","6-5","179","FR","Newark, AR"
"20","Rauno Nurger","C","6-10","238","JR","Tallin, Estonia"
"21","Darral Willis Jr.","F","6-9","221","JR","Madison, WI"
"24","Shaquille Morris","C","6-8","265","JR","Edmond, OK"
"25","Eric Hamilton","F","6-8","230","SO","Atlanta, GA"
"32","Markis McDuffie","F","6-8","212","SO","Paterson, NJ"
"33","Conner Frankamp","G","6-1","172","JR","Wichita, KS"
