"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Olivier Cadieux","G","6-4","205","FR","Montreal, PQ"
"1","Jerome Segura","G","5-11","175","JR","Houston, TX"
"2","Jerry Johnson Jr.","G","6-2","210","SO","Memphis, TN"
"3","Tyler Nelson","G","6-3","180","JR","Bradford, MA"
"4","Jared Harper","G","6-1","180","JR","Beverly Hills, CA"
"5","Aidas Kavaliauskas","G","6-1","175","FR","Kaunas, Lithuania"
"10","Thomas Nolan","G","6-3","195","SO","Trumbull, CT"
"11","Deniz Celen","C","6-8","240","FR","Ankara, Turkey"
"13","Jonathan Kasibabu","F","6-8","240","SO","Kinshasa, Congo"
"14","Matija Milin","F","6-9","215","SO","Belgrade, Serbia"
"15","Nemanja Zubec","F","6-9","190","FR","Novi Sad, Serbia"
"33","Curtis Cobb","G","6-5","185","SO","Fall River, MA"
