"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Kyle Allman","G","6-3","175","SO","Brooklyn, NY"
"5","Davon Clare","F","6-5","205","FR","Killeen, TX"
"10","Austen Awosika","G","6-3","175","FR","Chino Hills, CA"
"11","Loren Brill","G","6-0","180","FR","Gaithersburg, MD"
"12","Jamal Smith","G","6-3","165","FR","Moreno Valley, CA"
"13","Arkim Robertson","F","6-9","240","JR","Saint George, Grenada"
"14","Khalil Ahmad","G","6-4","185","SO","Corona, CA"
"15","Jose Garcia Gonzalez","G","6-3","185","FR","Los Alamitos, CA"
"23","Dwight Ramos","G","6-5","190","FR","West Covina, CA"
"32","Joshua Currenton","C","6-10","250","JR","Watts, CA"
"34","Jackson Rowe","F","6-7","210","FR","Toronto, ON"
"35","Riley Dearring","G","6-5","180","JR","Minnetonka, MN"
"41","Jhan Paul Mejia","F","6-10","195","JR","Madrid, Spain"
