"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Abdul Lewis","F","6-10","225","SO","Newark, NJ"
"1","Taj Price","F","6-7","210","FR","Newark, NJ"
"2","Tim Coleman","G","6-5","210","SR","Union, NJ"
"3","Chris Jenkins","F","6-4","215","JR","Hillside, NJ"
"5","Damon Lynn","G","5-11","165","SR","Hillside, NJ"
"11","Shyquan Gibbs","G","6-1","150","FR","Hillside, NJ"
"12","Anthony Tarke","F","6-6","205","FR","Gaithersburg, MD"
"13","James McMillon","G","6-1","185","JR","Newark, NJ"
"14","Reilly Walsh","G","6-3","180","SO","Staten Island, NY"
"21","Ron Alston","F","6-6","195","FR","Alexandria, VA"
"23","Osa Izevbuwa","G","6-3","230","SR","Staten Island, NY"
"25","Rob Ukawuba","G","6-4","210","SR","East Brunswick, NJ"
"32","Donovan Greer","G","6-3","165","SO","Houston, TX"
"34","Mohamed Bendary","F","6-9","235","SO","Jersey City, NJ"
