"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Tra Holder","G","6-1","180","JR","Los Angeles, CA"
"1","Maurice O'Field","G","6-5","205","JR","Cleveland, OH"
"3","Mickey Mitchell","F","6-7","232","SO","Plano, TX"
"4","Torian Graham","G","6-5","195","SR","Durham, NC"
"5","Obinna Oleka","F","6-8","225","SR","Washington, DC"
"11","Shannon Evans II","G","6-1","160","JR","Suffolk, VA"
"12","Andre Adams","F","6-9","225","FR","Avondale, AZ"
"13","Vitaliy Shibel","F","6-9","210","FR","Kiev, Ukraine"
"22","Austin Witherill","G","6-0","170","JR","Gilbert, AZ"
"23","Romello White","F","6-8","220","FR","Suwanee, GA"
"24","Romaine Jackson","G","5-8","165","FR","Kent, WA"
"25","Grant Fogerty","G","5-11","165","FR","Scottsdale, AZ"
"33","Ramon Vila","F","6-8","230","FR","Barcelona, Spain"
"34","Chris Odionu","G","6-4","210","FR","Lawndale, CA"
"42","Jethro Tshisumpa","F","6-10","260","FR","Kinshasa, Congo"
"44","Kodi Justice","G","6-5","190","JR","Mesa, AZ"
