"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Max Rothschild","F","6-8","225","SO","Chicago, IL"
"1","Ray Jerome","G","6-2","200","FR","Latham, NY"
"3","Jake Silpe","G","6-2","185","SO","Cherry Hill, NJ"
"4","Darnell Foreman","G","6-1","175","JR","Camden, NJ"
"5","Jackson Donahue","G","6-0","175","SO","Pawcatuck, CT"
"10","Caleb Wood","G","6-4","180","JR","Reno, NV"
"11","Tyler Hamilton","G","6-4","195","SO","Atlanta, GA"
"12","Devon Goodman","G","6-0","160","FR","Laverock, PA"
"14","Sam Jones","F","6-7","175","JR","Gilbert, AZ"
"15","Zack Kaminsky","F","6-6","200","FR","Atlanta, GA"
"20","Matt MacDonald","G","6-5","200","JR","Eggertsville, NY"
"21","Ryan Betley","G","6-5","185","FR","Downingtown, PA"
"22","Jakub Mijakowski","F","6-7","215","FR","Warsaw, Poland"
"23","Shawn Simmons","G","6-4","170","JR","Virginia Beach, VA"
"25","AJ Brodeur","F","6-8","225","FR","Northborough, MA"
"40","Dan Dwyer","F","6-8","225","JR","River Forest, IL"
"44","Collin McManus","C","6-10","230","SO","Bedford, NH"
