"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Nyaires Redding","G","6-2","166","JR","Phoenix, AZ"
"1","Justin James","G","6-7","180","SO","Port Saint Lucie, FL"
"2","Andrew Moemeka","F","6-8","210","FR","Lake City, FL"
"3","Alexander Aka Gorski","G","6-5","205","JR","Lund, Sweden"
"5","Alan Herndon","F","6-9","210","JR","Colorado Springs, CO"
"10","Cody Kelley","G","5-11","180","FR","Gillette, WY"
"11","Jeremy Lieberman","G","6-1","175","JR","Calabasas, CA"
"13","Sam Averbuck","G","6-4","185","FR","Santa Rosa, CA"
"14","Austin Mueller","F","6-6","200","FR","Highlands Ranch, CO"
"15","Brodricks Jones","F","6-10","220","SO","Los Angeles, CA"
"20","Hayden Dalton","F","6-8","185","JR","Parker, CO"
"21","Jonathan Barnes","F","6-10","245","JR","Parker, CO"
"24","Louis Adams","G","6-4","185","JR","Chicago, IL"
"33","Jordan Naughton","F","6-10","225","SO","Rancho Cucamonga, CA"
