"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Carlik Jones","G","6-0","170","FR","Cincinnati, OH"
"3","Christian Bradford","G","6-1","165","JR","Columbus, GA"
"4","Devin Cooper","G","6-1","175","SO","Charlotte, NC"
"5","Donald Hicks","G","6-3","170","FR","Chesapeake, VA"
"10","Caleb Tanner","G","6-1","170","SO","Floyd, VA"
"11","Dominique Williams","F","6-6","205","JR","Washington, DC"
"14","Justin Cousin","G","6-0","195","JR","Burlington, NC"
"15","Devonnte Holland","F","6-7","240","FR","Martinsville, VA"
"22","Sterling Christy","F","6-6","205","SO","Williamsport, MD"
"24","Ed Polite Jr.","F","6-5","200","SO","Lanham, MD"
"25","Christian Lutete","F","6-4","190","SO","Silver Spring, MD"
"32","Randy Phillips","C","6-8","240","JR","Jackson, MS"
"45","Darius Bolstad","C","6-8","240","SO","Virginia Beach, VA"
