"Number","Name","Position","Height","Weight","Class","Hometown"
"1","Jack Stensgard","G","6-2","--","FR","Inver Grove Heights, MN"
"2","Carlton Hurst","G","6-3","170","JR","Denver, CO"
"3","Triston Simpson","G","6-1","--","FR","Lincoln, NE"
"5","Joshua Doss","G","6-4","--","JR","Chicago, IL"
"12","Trey Burch-Manning","F","6-6","--","SO","Federal Way, WA"
"13","Matt Mooney","G","6-3","200","SO","Chicago, IL"
"20","Brandon Armstrong","G","6-5","--","FR","SAN ANTONIO, TX"
"22","Tyler Peterson","G","6-4","--","FR","Lino Lakes, MN"
"24","Brady Delimont","G","6-3","--","FR","Ainsworth, NE"
"25","Tyler Hagedorn","F","6-10","--","SO","Norfolk, NE"
"31","Dan Jech","F","6-9","--","SO","Rochester, MN"
"33","Logan Power","F","6-4","--","SO","Lincoln, NE"
"45","Austin Sparks","F","6-8","180","JR","Denver, CO"
