"Number","Name","Position","Height","Weight","Class","Hometown"
"2","Nathan Josephs","G","5-10","180","SO","SAN ANTONIO, TX"
"4","Courtney Julien","G","6-4","180","SO","Gonzales, LA"
"10","Tyler Blount","G","5-11","165","JR","Virginia Beach, VA"
"12","Deris Duncan","G","6-4","185","JR","Fishers, IN"
"13","Maxwell Starwood","F","6-8","225","FR","Baton Rouge, LA"
"22","Nijal Pearson","G","6-5","200","FR","Beaumont, TX"
"23","Marlin Davis","G","6-2","165","FR","Houston, TX"
"33","Immanuel King","F","6-8","220","JR","Rocky Mount, NC"
"45","Eric Terry","F","6-8","230","SO","Houston, TX"
"55","Nedeljko Prijovic","F","6-8","210","FR","Belgrade, Serbia"
"--","K.J. Malveau","G","5-10","180","FR","Fort Worth, TX"
