"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Derek Sloan","F","6-6","225","JR","Moreland Hills, OH"
"1","Kenny Carpenter","G","6-5","180","JR","Detroit, MI"
"2","Gavin Peppers","G","6-2","190","JR","Brookeville, MD"
"3","Rob Edwards","G","6-4","200","SO","Detroit, MI"
"4","Anthony Wright","G","6-7","200","JR","Harrisburg, PA"
"5","Jibri Blount","F","6-7","220","SO","Pittsburgh, PA"
"11","Terrell Hales","G","6-4","190","JR","Detroit, MI"
"12","Kasheem Thomas","G","6-1","165","FR","Chateauguay, PQ"
"13","Nelson Maxwell","G","6-1","170","SO","Orangeville, OH"
"20","Bobby Word","G","6-4","180","JR","Lancaster, TX"
"21","Tim Hasbargen","G","6-4","200","JR","Munich, Germany"
"22","Evan Clayborne","F","6-8","240","FR","Dayton, OH"
"23","Jamarcus Hairston","F","6-8","230","JR","Danville, VA"
"33","Demonte Flannigan","F","6-7","240","SR","Richmond Heights, OH"
"35","PJ Posey","C","6-8","275","SR","Milwaukee, WI"
"41","Andy Lucien","F","6-7","190","FR","North Olmsted, OH"
"55","Daniel Levitt","G","6-1","170","SO","Montreal, PQ"
