"Number","Name","Position","Height","Weight","Class","Hometown"
"1","DeAndre Abram","G","6-7","195","SO","Carrollton, TX"
"2","Kameron Murrell","G","6-2","197","SO","Long Beach, CA"
"3","Justin Kier","G","6-4","182","FR","Penn Laird, VA"
"4","Otis Livingston II","G","5-11","168","SO","Linden, NJ"
"5","Jaire Grayer","G","6-4","192","SO","Flint, MI"
"10","Karmari Newman","G","6-4","170","FR","Detroit, MI"
"11","A.J. Wilson","F","6-6","--","FR","Lanham, MD"
"14","Daniel Relvao","F","6-9","255","FR","Coimbra, Portugal"
"15","Danny Dixon","F","6-10","228","SO","Grosse Pointe Park, MI"
"25","Troy Temara","F","6-8","--","FR","Syracuse, NY"
"32","Ian Boyd","G","6-3","215","FR","Apex, NC"
