"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Ahmad Wagner","F","6-7","235","SO","Yellow Springs, OH"
"1","Maishe Dailey","G","6-6","183","FR","Beachwood, OH"
"3","Jordan Bohannon","G","6-0","182","FR","Marion, IA"
"4","Isaiah Moss","G","6-5","205","FR","Chicago, IL"
"5","Tyler Cook","F","6-9","253","FR","St. Louis, MO"
"10","Christian Williams","G","6-5","200","SO","Decatur, IL"
"11","Charlie Rose","F","6-4","185","JR","Elmhurst, IL"
"15","Ryan Kriener","F","6-9","247","FR","Spirit Lake, IA"
"20","Riley Till","F","6-6","192","FR","Dubuque, IA"
"24","Brady Ellingson","G","6-4","193","SO","Sussex, WI"
"25","Dom Uhl","F","6-9","217","JR","Frankfurt, Germany"
"35","Cordell Pemsl","F","6-8","249","FR","Dubuque, IA"
"51","Nicholas Baer","F","6-7","205","SO","Bettendorf, IA"
