"Number","Name","Position","Height","Weight","Class","Hometown"
"0","Jamaal Robateau","G","6-5","180","JR","Sunshine Coast, QLD"
"1","Justin Jenkins","G","6-2","200","SO","Knoxville, TN"
"2","Eric Jamison","G","6-4","175","SO","East Point, GA"
"3","Laquincy Rideau","G","6-1","210","SO","West Palm Beach, FL"
"4","Christian Turner","G","5-10","180","FR","Atlanta, GA"
"5","Liam O'Reilly","G","6-2","180","JR","Austin, TX"
"10","Nate Johnson","G","6-4","195","FR","Hollywood, FL"
"11","David Efianayi","G","6-2","170","SO","Orlando, FL"
"14","Brandon Miller","F","6-6","240","SO","Orlando, FL"
"21","Matthew Rodden","F","6-6","210","SO","Philadelphia, PA"
"24","Patrick Zeck","F","6-7","225","FR","Atlanta, GA"
"25","DJ Laster","F","6-6","200","SO","Pensacola, FL"
"31","L'Hassane Niangane","C","6-10","240","JR","Chalone-sur-Sa̫ne, France"
